"er.nku.dsUnz.l.a....k"	"i.kj.l..ukFk.i.kBd"	"c.f..k.k.i.Vsy"	"fot.....kadj..nwcs"	"gsuk...kgkc"	"vej..ukFk...kno"	"vLouh.dq0.oekZ"	"ek.kqj.h.i.k.Ms."	"yky..ckcq.fr.okj.h"	"mes..k.fr.okj.h"	"vkse.i.zdk..k...kno"	"fuf.k.dhfr.Z"	"i.zHkw.ukFk.ekyh"	"MkW0.equs..oj.i.zl.kn"	"j.kt.sUnz.dqekj"	"X..kEHkw.ukFk.i.zl.kn"	"dqy.fof.kekU..er"	"i.zfr..ksfi.r.er.ksa.dh.dqy..l.a....k"	"X..ksx"	"fufonr.er.ksa.dh.dqy..l.a....k"
"264"	164	3	57	7	22	5	0	2	1	7	188	2	1	1	18	8	322	NA	322	NA
"265"	165	6	11	39	45	30	4	2	7	5	253	2	3	5	19	6	437	NA	437	NA
"266"	166	6	27	9	112	6	5	7	3	5	443	8	1	2	27	9	670	NA	670	NA
"267"	167	9	44	5	157	19	5	3	2	3	156	4	1	2	23	8	441	NA	441	NA
"268"	NA	156	297	101	967	126	40	34	28	48	2326	41	23	14	217	74	4492	0	4492	0
"269"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"270"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"271"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"272"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"273"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"274"	168	8	5	5	319	9	5	1	4	7	192	6	20	9	18	14	622	NA	622	NA
"275"	169	7	32	6	119	5	6	3	2	6	239	6	0	2	18	3	454	NA	454	NA
"276"	170	19	65	15	133	14	4	10	8	14	169	7	8	7	24	14	511	NA	511	NA
"277"	171	21	119	17	121	12	2	2	11	20	200	4	9	3	25	11	577	NA	577	NA
"278"	172	3	12	14	143	42	4	3	6	10	130	6	5	6	23	20	427	NA	427	NA
"279"	173	13	88	16	114	10	5	7	7	12	307	8	6	6	49	21	669	NA	669	NA
"280"	174	6	47	53	76	14	3	2	5	8	107	7	2	5	22	6	363	NA	363	NA
"281"	175	28	35	3	22	3	1	1	1	3	46	0	0	2	6	4	155	NA	155	NA
"282"	176	16	22	33	70	2	4	6	7	8	185	8	6	5	19	20	411	NA	411	NA
"283"	177	0	17	3	91	4	4	1	1	5	162	3	5	5	16	10	327	NA	327	NA
"284"	NA	121	442	165	1208	115	38	36	52	93	1737	55	61	50	220	123	4516	0	4516	0
"285"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"286"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"288"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"289"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"290"	178	11	11	3	177	11	8	6	3	5	173	6	11	1	17	34	477	NA	477	NA
"291"	179	45	56	12	171	7	11	8	9	11	288	5	1	4	27	13	668	NA	668	NA
"292"	180	7	16	9	204	3	3	6	3	4	121	3	6	7	20	6	418	NA	418	NA
"293"	181	2	2	21	90	11	2	5	3	5	267	8	7	5	33	17	478	NA	478	NA
"294"	182	19	13	8	212	4	11	10	10	10	335	6	9	6	35	19	707	NA	707	NA
"295"	183	9	29	11	147	3	2	4	2	4	107	0	0	2	5	1	326	NA	326	NA
"296"	184	70	15	2	70	0	6	1	6	14	215	6	7	4	21	26	463	NA	463	NA
"297"	185	14	21	5	122	3	2	2	0	4	187	1	2	2	19	16	400	NA	400	NA
"298"	186	2	22	6	129	3	3	5	1	1	139	3	0	0	16	2	332	NA	332	NA
"299"	187	4	43	6	183	3	4	4	2	5	439	6	2	4	15	8	728	NA	728	NA
"300"	NA	183	228	83	1505	48	52	51	39	63	2271	44	45	35	208	142	4997	0	4997	0
"301"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"302"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"305"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"306"	188	28	11	9	140	2	5	6	3	15	238	7	4	5	21	9	503	NA	503	NA
"307"	189	17	71	8	78	9	6	5	6	6	159	4	3	9	25	25	431	NA	431	NA
"308"	190	9	39	6	94	6	3	7	3	5	189	3	7	6	21	15	413	NA	413	NA
"309"	191	10	9	0	105	3	6	2	2	4	94	0	1	4	12	4	256	NA	256	NA
"310"	192	35	12	4	73	11	7	7	8	6	137	3	5	5	21	17	351	NA	351	NA
"311"	193	4	19	5	206	9	0	3	2	3	61	2	5	2	2	4	327	NA	327	NA
"312"	194	6	6	5	89	3	5	3	1	4	146	0	0	3	3	3	277	NA	277	NA
"313"	195	13	44	3	154	9	1	3	3	4	35	2	5	12	7	16	311	NA	311	NA
"314"	196	2	2	0	109	2	4	1	0	3	97	1	3	5	7	11	247	NA	247	NA
"315"	197	8	160	5	32	3	0	1	3	4	38	2	3	3	9	18	289	NA	289	NA
"316"	NA	132	373	45	1080	57	37	38	31	54	1194	24	36	54	128	122	3405	0	3405	0
"317"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"318"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"319"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"320"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"322"	198	23	63	6	306	12	6	10	2	6	72	7	10	6	19	22	570	NA	570	NA
"323"	199	3	14	34	201	9	1	6	2	2	92	3	2	3	5	10	387	NA	387	NA
"324"	200	7	1	10	75	4	3	4	2	5	182	4	0	5	18	12	332	NA	332	NA
"325"	201	3	28	6	36	4	1	2	1	5	71	1	6	4	12	8	188	NA	188	NA
"326"	202	6	14	10	88	16	2	2	3	7	173	7	5	8	10	7	358	NA	358	NA
"327"	203	16	24	26	118	12	2	2	4	4	54	5	4	4	12	6	293	NA	293	NA
"328"	204	81	20	22	134	31	5	4	6	8	151	3	10	4	19	26	524	NA	524	NA
"329"	205	3	14	3	62	6	2	1	2	4	68	4	7	1	13	18	208	NA	208	NA
"330"	206	4	47	14	222	6	2	4	0	2	81	5	8	7	8	11	421	NA	421	NA
"331"	207	18	16	11	116	52	6	2	9	9	109	9	4	3	12	9	385	NA	385	NA
"332"	NA	164	241	142	1358	152	30	37	31	52	1053	48	56	45	128	129	3666	0	3666	0
"333"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"335"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"337"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"338"	208	3	2	6	143	4	1	0	1	2	32	3	7	5	0	2	211	NA	211	NA
"339"	209	5	37	5	26	1	1	0	0	1	80	1	0	1	1	1	160	NA	160	NA
"340"	210	20	14	6	109	7	8	4	0	1	237	4	7	3	16	5	441	NA	441	NA
"341"	211	8	12	7	135	12	4	4	5	6	177	0	5	2	18	4	399	NA	399	NA
"342"	212	9	11	14	129	13	2	3	3	7	205	13	4	6	13	25	457	NA	457	NA
"343"	213	2	37	5	23	4	0	0	0	0	45	1	0	0	8	2	127	NA	127	NA
"344"	214	16	141	17	39	51	3	3	11	7	29	7	8	9	23	35	399	NA	399	NA
"345"	215	4	105	3	35	22	2	5	6	5	41	5	5	4	11	7	260	NA	260	NA
"346"	216	11	76	9	73	8	4	4	3	6	158	2	7	7	21	7	396	NA	396	NA
"347"	217	15	77	21	200	63	9	9	19	22	158	14	17	12	33	66	735	NA	735	NA
"348"	NA	93	512	93	912	185	34	32	48	57	1162	50	60	49	144	154	3585	0	3585	0
"349"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"351"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"352"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"354"	218	45	54	11	115	19	9	6	8	21	274	12	10	16	41	42	683	NA	683	NA
"355"	219	6	74	10	80	7	7	6	9	16	422	9	7	3	49	18	723	NA	723	NA
"356"	220	4	56	9	93	4	1	1	0	4	128	0	3	1	10	1	315	NA	315	NA
"357"	221	26	42	8	80	3	4	5	4	6	213	5	7	5	17	17	442	NA	442	NA
"358"	222	7	18	9	216	4	4	5	2	5	268	6	8	7	21	17	597	NA	597	NA
"359"	223	8	252	10	118	6	6	9	4	10	115	4	2	0	8	2	554	NA	554	NA
"360"	224	3	1	1	422	1	2	0	1	0	18	2	2	0	1	4	458	NA	458	NA
"361"	225	48	15	20	164	6	4	4	3	3	235	4	3	0	21	5	535	NA	535	NA
"362"	226	36	65	52	112	5	5	4	3	7	160	4	1	1	15	5	475	NA	475	NA
"363"	227	32	3	2	8	1	0	1	0	0	39	1	0	1	7	5	100	NA	100	NA
"364"	NA	215	580	132	1408	56	42	41	34	72	1872	47	43	34	190	116	4882	0	4882	0
"365"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"366"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"367"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"368"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"369"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"370"	228	78	6	46	40	8	3	3	1	1	54	3	4	2	1	5	255	NA	255	NA
"371"	229	52	8	23	177	13	8	5	4	7	224	8	5	7	31	6	578	NA	578	NA
"372"	230	6	16	3	248	10	4	10	2	9	187	0	4	0	7	11	517	NA	517	NA
"373"	231	11	91	3	147	15	2	3	11	5	172	4	6	5	21	18	514	NA	514	NA
"374"	232	14	15	49	116	8	2	6	0	0	100	1	4	4	8	14	341	NA	341	NA
"375"	233	12	9	4	163	7	1	2	1	3	117	3	0	1	2	1	326	NA	326	NA
"376"	234	10	118	36	233	7	3	10	4	8	120	6	2	6	8	13	584	NA	584	NA
"377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"378"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"379"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"380"	NA	183	263	164	1124	68	23	39	23	33	974	25	25	25	78	68	3115	0	3115	0
"381"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"382"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"383"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
