"Election.to.the..Bihar.Legislative..Assembly..From.96.SARAIRANJAN.Assembly..Constituency"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"
"1"	"PART I"	""	""	""	""	""	""	""	""	""	""
"2"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"272"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"273"	"PART I"	""	""	""	""	""	""	""	""	""	""
"274"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"275"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"276"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"277"	"B.F."	"4463"	"25130"	"17857"	"15704"	"4652"	"6514"	"74320"	"0"	"74320"	"0"
"278"	"151A"	"27"	"177"	"104"	"28"	"24"	"11"	"371"	""	"371"	""
"279"	"152"	"8"	"34"	"150"	"3"	"38"	"60"	"293"	""	"293"	""
"280"	"152A"	"19"	"130"	"104"	"31"	"27"	"31"	"342"	""	"342"	""
"281"	"153"	"6"	"132"	"50"	"57"	"17"	"31"	"293"	""	"293"	""
"282"	"153A"	"14"	"156"	"75"	"57"	"15"	"7"	"324"	""	"324"	""
"283"	"154"	"10"	"113"	"55"	"81"	"16"	"20"	"295"	""	"295"	""
"284"	"154A"	"17"	"45"	"166"	"39"	"24"	"13"	"304"	""	"304"	""
"285"	"155"	"12"	"154"	"92"	"38"	"9"	"10"	"315"	""	"315"	""
"286"	"155A"	"6"	"65"	"130"	"21"	"21"	"9"	"252"	""	"252"	""
"287"	"156"	"12"	"112"	"122"	"52"	"19"	"4"	"321"	""	"321"	""
"288"	"156A"	"16"	"97"	"165"	"13"	"16"	"8"	"315"	""	"315"	""
"289"	"157"	"19"	"72"	"474"	"132"	"41"	"36"	"774"	""	"774"	""
"290"	"158"	"17"	"301"	"74"	"20"	"23"	"16"	"451"	""	"451"	""
"291"	"159"	"22"	"141"	"138"	"46"	"23"	"19"	"389"	""	"389"	""
"292"	"Page Total"	"4668"	"26859"	"19756"	"16322"	"4965"	"6789"	"79359"	"0"	"79359"	"0"
"293"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"294"	"PART I"	""	""	""	""	""	""	""	""	""	""
"295"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"296"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"297"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"298"	"B.F."	"4668"	"26859"	"19756"	"16322"	"4965"	"6789"	"79359"	"0"	"79359"	"0"
"299"	"160"	"30"	"201"	"185"	"54"	"28"	"31"	"529"	""	"529"	""
"300"	"161"	"33"	"188"	"116"	"37"	"34"	"8"	"416"	""	"416"	""
"301"	"162"	"18"	"144"	"19"	"64"	"12"	"20"	"277"	""	"277"	""
"302"	"163"	"10"	"39"	"239"	"95"	"39"	"10"	"432"	""	"432"	""
"303"	"164"	"12"	"150"	"99"	"16"	"17"	"20"	"314"	""	"314"	""
"304"	"165"	"17"	"131"	"154"	"46"	"36"	"47"	"431"	""	"431"	""
"305"	"166"	"12"	"64"	"187"	"63"	"31"	"21"	"378"	""	"378"	""
"306"	"167"	"22"	"72"	"260"	"62"	"43"	"24"	"483"	""	"483"	""
"307"	"168"	"22"	"106"	"119"	"119"	"36"	"23"	"425"	""	"425"	""
"308"	"169"	"10"	"56"	"108"	"133"	"22"	"21"	"350"	""	"350"	""
"309"	"170"	"24"	"80"	"271"	"78"	"37"	"13"	"503"	""	"503"	""
"310"	"171"	"18"	"206"	"78"	"26"	"12"	"34"	"374"	""	"374"	""
"311"	"172"	"25"	"120"	"96"	"36"	"16"	"15"	"308"	""	"308"	""
"312"	"173"	"27"	"84"	"102"	"59"	"35"	"29"	"336"	""	"336"	""
"313"	"Page Total"	"4948"	"28500"	"21789"	"17210"	"5363"	"7105"	"84915"	"0"	"84915"	"0"
"314"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"315"	"PART I"	""	""	""	""	""	""	""	""	""	""
"316"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"317"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"318"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"319"	"B.F."	"4948"	"28500"	"21789"	"17210"	"5363"	"7105"	"84915"	"0"	"84915"	"0"
"320"	"174"	"37"	"214"	"102"	"90"	"26"	"32"	"501"	""	"501"	""
"321"	"175"	"25"	"156"	"200"	"31"	"52"	"26"	"490"	""	"490"	""
"322"	"176"	"19"	"169"	"54"	"12"	"19"	"22"	"295"	""	"295"	""
"323"	"176A"	"11"	"106"	"54"	"20"	"21"	"26"	"238"	""	"238"	""
"324"	"177"	"23"	"272"	"191"	"43"	"53"	"8"	"590"	""	"590"	""
"325"	"178"	"5"	"81"	"118"	"43"	"27"	"32"	"306"	""	"306"	""
"326"	"179"	"17"	"15"	"132"	"83"	"32"	"8"	"287"	""	"287"	""
"327"	"180"	"19"	"123"	"94"	"18"	"40"	"19"	"313"	""	"313"	""
"328"	"180A"	"7"	"23"	"156"	"60"	"29"	"21"	"296"	""	"296"	""
"329"	"181"	"13"	"227"	"111"	"74"	"19"	"23"	"467"	""	"467"	""
"330"	"182"	"10"	"64"	"110"	"12"	"17"	"9"	"222"	""	"222"	""
"331"	"183"	"16"	"214"	"96"	"9"	"17"	"14"	"366"	""	"366"	""
"332"	"184"	"18"	"246"	"141"	"20"	"25"	"10"	"460"	""	"460"	""
"333"	"185"	"17"	"290"	"72"	"65"	"35"	"33"	"512"	""	"512"	""
"334"	"Page Total"	"5185"	"30700"	"23420"	"17790"	"5775"	"7388"	"90258"	"0"	"90258"	"0"
"335"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"336"	"PART I"	""	""	""	""	""	""	""	""	""	""
"337"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"338"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"339"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"340"	"B.F."	"5185"	"30700"	"23420"	"17790"	"5775"	"7388"	"90258"	"0"	"90258"	"0"
"341"	"186"	"21"	"120"	"197"	"41"	"18"	"5"	"402"	""	"402"	""
"342"	"187"	"15"	"159"	"43"	"27"	"11"	"10"	"265"	""	"265"	""
"343"	"188"	"20"	"122"	"288"	"105"	"43"	"25"	"603"	""	"603"	""
"344"	"189"	"25"	"110"	"39"	"38"	"30"	"13"	"255"	""	"255"	""
"345"	"190"	"28"	"231"	"58"	"36"	"15"	"22"	"390"	""	"390"	""
"346"	"191"	"26"	"209"	"34"	"61"	"7"	"15"	"352"	""	"352"	""
"347"	"192"	"11"	"166"	"42"	"118"	"26"	"50"	"413"	""	"413"	""
"348"	"193"	"20"	"139"	"123"	"280"	"30"	"29"	"621"	""	"621"	""
"349"	"194"	"29"	"212"	"206"	"24"	"28"	"27"	"526"	""	"526"	""
"350"	"195"	"23"	"281"	"52"	"51"	"26"	"45"	"478"	""	"478"	""
"351"	"196"	"16"	"70"	"15"	"52"	"8"	"35"	"196"	""	"196"	""
"352"	"197"	"20"	"178"	"26"	"98"	"22"	"112"	"456"	""	"456"	""
"353"	"198"	"14"	"96"	"124"	"117"	"39"	"21"	"411"	""	"411"	""
"354"	"199"	"11"	"81"	"112"	"39"	"34"	"17"	"294"	""	"294"	""
"355"	"Page Total"	"5464"	"32874"	"24779"	"18877"	"6112"	"7814"	"95920"	"0"	"95920"	"0"
"356"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"357"	"PART I"	""	""	""	""	""	""	""	""	""	""
"358"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"359"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"360"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"361"	"B.F."	"5464"	"32874"	"24779"	"18877"	"6112"	"7814"	"95920"	"0"	"95920"	"0"
"362"	"200"	"12"	"71"	"144"	"69"	"47"	"33"	"376"	""	"376"	""
"363"	"201"	"11"	"214"	"102"	"86"	"39"	"27"	"479"	""	"479"	""
"364"	"202"	"30"	"190"	"34"	"133"	"15"	"84"	"486"	""	"486"	""
"365"	"203"	"15"	"42"	"186"	"66"	"29"	"15"	"353"	""	"353"	""
"366"	"204"	"6"	"26"	"159"	"91"	"29"	"12"	"323"	""	"323"	""
"367"	"205"	"33"	"344"	"43"	"52"	"22"	"13"	"507"	""	"507"	""
"368"	"206"	"20"	"47"	"54"	"264"	"21"	"29"	"435"	""	"435"	""
"369"	"207"	"8"	"44"	"78"	"154"	"18"	"16"	"318"	""	"318"	""
"370"	"207A"	"8"	"59"	"244"	"45"	"28"	"9"	"393"	""	"393"	""
"371"	"208"	"20"	"234"	"59"	"214"	"33"	"45"	"605"	""	"605"	""
"372"	"209"	"7"	"92"	"111"	"19"	"11"	"4"	"244"	""	"244"	""
"373"	"210"	"22"	"143"	"198"	"64"	"28"	"36"	"491"	""	"491"	""
"374"	"211"	"25"	"235"	"117"	"19"	"34"	"15"	"445"	""	"445"	""
"375"	"212"	"20"	"148"	"103"	"64"	"31"	"18"	"384"	""	"384"	""
"376"	"Page Total"	"5701"	"34763"	"26411"	"20217"	"6497"	"8170"	"101759"	"0"	"101759"	"0"
"377"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"378"	"PART I"	""	""	""	""	""	""	""	""	""	""
"379"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"380"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"381"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"382"	"B.F."	"5701"	"34763"	"26411"	"20217"	"6497"	"8170"	"101759"	"0"	"101759"	"0"
"383"	"213"	"15"	"133"	"84"	"46"	"26"	"10"	"314"	""	"314"	""
"384"	"214"	"26"	"263"	"58"	"60"	"19"	"23"	"449"	""	"449"	""
"385"	"215"	"10"	"34"	"137"	"123"	"24"	"21"	"349"	""	"349"	""
"386"	"216"	"11"	"103"	"115"	"131"	"32"	"23"	"415"	""	"415"	""
"387"	"217"	"19"	"222"	"145"	"68"	"23"	"13"	"490"	""	"490"	""
"388"	"218"	"32"	"113"	"124"	"52"	"41"	"39"	"401"	""	"401"	""
"389"	"219"	"21"	"152"	"129"	"116"	"45"	"35"	"498"	""	"498"	""
"390"	"220"	"18"	"32"	"52"	"152"	"18"	"19"	"291"	""	"291"	""
"391"	"220A"	"10"	"88"	"65"	"163"	"24"	"15"	"365"	""	"365"	""
"392"	"221"	"12"	"148"	"67"	"21"	"30"	"41"	"319"	""	"319"	""
"393"	"221A"	"18"	"59"	"70"	"94"	"33"	"26"	"300"	""	"300"	""
"394"	"222"	"15"	"115"	"206"	"107"	"50"	"51"	"544"	""	"544"	""
"395"	"223"	"20"	"335"	"26"	"4"	"11"	"14"	"410"	""	"410"	""
"396"	"224"	"21"	"275"	"20"	"38"	"7"	"18"	"379"	""	"379"	""
"397"	"Page Total"	"5949"	"36835"	"27709"	"21392"	"6880"	"8518"	"107283"	"0"	"107283"	"0"
"398"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"399"	"PART I"	""	""	""	""	""	""	""	""	""	""
"400"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"401"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"402"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"403"	"B.F."	"5949"	"36835"	"27709"	"21392"	"6880"	"8518"	"107283"	"0"	"107283"	"0"
"404"	"225"	"11"	"157"	"4"	"1"	"1"	"1"	"175"	""	"175"	""
"405"	"Page Total"	"5960"	"36992"	"27713"	"21393"	"6881"	"8519"	"107458"	"0"	"107458"	"0"
"406"	"Election to the  Bihar Legislative  Assembly  From 96 SARAIRANJAN Assembly  Constituency"	""	""	""	""	""	""	""	""	""	""
"407"	"PART I"	""	""	""	""	""	""	""	""	""	""
"408"	"No.of  valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"409"	"Serial No.of Polling Station*"	"Phoolbabu Singh"	"Ramchander Singh Nishad"	"Vijay Kuamr Choudhary"	"Vinod Choudhary"	"Subash Prasad Singh"	"Suraesh Ray"	"Total of valid votes"	"Total of
rejected votes"	"Total no. of
tendered votes"	"Total no. of
tendered votes"
"410"	""	"A"	"B"	"C"	"D"	"E"	"F"	""	""	""	""
"411"	"Total No of votes recorded at Polling Stations"	"5960"	"36992"	"27713"	"21393"	"6881"	"8519"	"107458"	"0"	"107458"	"0"
"412"	"No. of Votes recorded on Postal ballot Papers"	"0"	"3"	"12"	"1"	"2"	"0"	"18"	"0"	"18"	"0"
"413"	"Total Votes Polled"	"5960"	"36995"	"27725"	"21394"	"6883"	"8519"	"107476"	"0"	"107476"	"0"
"414"	"Place :- SAMASTIPUE COLLEGE, SAMASTIPUR"	""	""	""	""	""	""	""	""	""	""
"415"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""
"416"	"96-Sarairanjan"	""	""	""	""	""	""	""	""	""	""
"417"	"Date:- 22nd Nov 2005                                                                                                                               Samastipur"	""	""	""	""	""	""	""	""	""	""
